city_cn,city,city_id,province_cn,province,tier,lat,lng,population,GDP,GDP_growth_2019,GDP_2020Q1,GDP_pc,GDP_growth_rate
北京市,Beijing,110000,北京市,Beijing,Tier 1,39.91092454729957,116.4133836971231,2153.6,35371.3,6.1,7462.2,16.424266344725112,0.8438705956524074
天津市,Tianjin,120000,天津市,Tianjin,new Tier 1,39.093667843403956,117.2095232146708,1561.83,14104.0,4.8,2874.35,9.030432249348522,0.8151871809415768
石家庄市,Shijiazhuang,130100,河北省,Hebei,Tier 2,38.0483119268727,114.52153190157443,1039.42,5809.9,6.7,1349.4,5.5895595620634575,0.9290349231484192
唐山市,Tangshan,130200,河北省,Hebei,Tier 3,39.63658372414733,118.1864594720398,796.4,6890.0,7.3,1375.2,8.65143144148669,0.7983744557329463
秦皇岛市,Qinhuangdao,130300,河北省,Hebei,Tier 3,39.941748102377936,119.60853063334328,314.63,1612.02,6.7,352.09,5.123541938149573,0.8736616171015248
邯郸市,Handan,130400,河北省,Hebei,Tier 3,36.631262731204046,114.5456282282352,954.97,3486.0,7.2,788.4,3.650376451616281,0.9046471600688468
邢台市,Xingtai,130500,河北省,Hebei,Tier 3,37.076685950966095,114.5114622561298,739.52,2119.96,7.0,432.85,2.86667027260926,0.8167135228966584
保定市,Baoding,130600,河北省,Hebei,Tier 2,38.879987768455344,115.47146383768579,939.91,3224.0,6.7,750.4,3.4301156493706846,0.9310173697270471
张家口市,Zhangjiakou,130700,河北省,Hebei,Tier 4,40.7732372026915,114.89257223145165,442.33,1551.06,6.9,289.12,3.5065674948567813,0.7456062305777984
承德市,Chengde,130800,河北省,Hebei,Tier 4,40.957856012338034,117.9693975099668,358.27,1471.0,6.5,285.4,4.1058419627655125,0.7760707002039429
沧州市,Cangzhou,130900,河北省,Hebei,Tier 3,38.31021514110704,116.84558075595017,754.43,3588.0,6.9,823.0,4.755908434182098,0.9175027870680045
廊坊市,Langfang,131000,河北省,Hebei,Tier 2,39.54336666275853,116.69058173342549,492.05,3196.0,,,6.495274870439996,
衡水市,Hengshui,131100,河北省,Hebei,Tier 4,37.745191408077424,115.6754061376161,448.6,1504.9,6.8,294.5,3.3546589389210877,0.7827762642036015
太原市,Taiyuan,140100,山西省,Shanxi,Tier 2,37.87698902884778,112.55639149167204,446.19,4028.51,6.6,849.61,9.028687330509424,0.8435972605256037
大同市,Datong,140200,山西省,Shanxi,Tier 4,40.0824687161612,113.30643625858623,346.3,1318.8,6.7,285.8,3.8082587352006927,0.8668486502881408
阳泉市,Yangquan,140300,山西省,Shanxi,Tier 5,37.862360847859385,113.58761666287546,141.75,718.9,5.0,162.5,5.071604938271605,0.9041591320072333
长治市,Changzhi,140400,山西省,Shanxi,Tier 4,36.2012683721548,113.12255886984902,347.8,1652.1,6.0,368.6,4.750143760782058,0.8924399249440108
晋城市,Jincheng,140500,山西省,Shanxi,Tier 5,35.49628458647257,112.85857823132879,235.3,1362.4,6.5,300.5,5.790055248618785,0.8822665883734585
朔州市,Shuozhou,140600,山西省,Shanxi,Tier 5,39.337108370541735,112.4393709396677,178.45,1061.7,6.5,228.0,5.949565704679182,0.8589997174343035
晋中市,Jinzhong,140700,山西省,Shanxi,Tier 4,37.69283940975971,112.75959475565928,338.9484,1460.0,6.3,291.7,4.307440306548135,0.7991780821917808
运城市,Yuncheng,140800,山西省,Shanxi,Tier 4,35.032706912909234,111.01338945447924,537.26,1562.9,6.3,317.0,2.9090198414175634,0.8113123040501631
忻州市,Xinzhou,140900,山西省,Shanxi,Tier 4,38.42238338517772,112.74062416023848,317.29,1001.6,5.4,217.7,3.156733587569731,0.8694089456869009
临汾市,Linfen,141000,山西省,Shanxi,Tier 4,36.093741895419726,111.52553022403072,450.84,1452.6,6.0,299.4,3.2219856268299174,0.8244527054935977
吕梁市,Lvliang,141100,山西省,Shanxi,Tier 4,37.524497749577115,111.15044967529184,389.09,1512.1,5.7,316.0,3.886247397774294,0.8359235500297599
呼和浩特市,Hohhot,150100,内蒙古自治区,Neimenggu,Tier 3,40.848422997113474,111.75550856170946,313.7,2791.5,5.5,632.53,8.89862926362767,0.9063657531792942
包头市,Baotou,150200,内蒙古自治区,Neimenggu,Tier 4,40.66292878826139,109.84654350721243,289.7,2714.5,6.0,588.53,9.370037970314119,0.8672389021919322
乌海市,Wuhai,150300,内蒙古自治区,Neimenggu,Tier 5,39.6620063648907,106.80039104999656,56.61,550.95,9.5,123.52,9.732379438261793,0.89677829204102
赤峰市,Chifeng,150400,内蒙古自治区,Neimenggu,Tier 5,42.261686103411606,118.89552039751949,433.09,1708.4,5.1,363.31,3.9446766261054287,0.8506438773121049
通辽市,Tongliao,150500,内蒙古自治区,Neimenggu,Tier 5,43.657980083916655,122.25052178737631,313.88,1267.26,4.0,243.18,4.037402829106665,0.767577292741821
鄂尔多斯市,Ordos,150600,内蒙古自治区,Neimenggu,Tier 4,39.61448231394889,109.78744317923599,208.76,3605.0,4.0,733.96,17.26863383789998,0.8143800277392511
呼伦贝尔市,Hulunbuir,150700,内蒙古自治区,Neimenggu,Tier 5,49.21844647556481,119.77237049946636,253.41,1193.03,2.7,208.19,4.70790418689081,0.6980210053393461
巴彦淖尔市,Bayannur,150800,内蒙古自治区,Neimenggu,Tier 5,40.7493594895728,107.39439808372492,169.4,875.0,5.2,147.85,5.165289256198347,0.6758857142857143
乌兰察布市,Ulanqab,150900,内蒙古自治区,Neimenggu,Tier 5,41.00074832767381,113.13946767446329,209.02,808.4,6.2,181.94,3.8675724811022865,0.900247402276101
兴安盟,Xinganmeng,152200,内蒙古自治区,Neimenggu,Tier 5,46.088463713218964,122.0443645258252,161.13,520.06,7.1,88.68,3.227580214733445,0.6820751451755568
锡林郭勒盟,Xilinguole,152500,内蒙古自治区,Neimenggu,Tier 5,43.93942266533856,116.05439144074572,105.83,798.59,3.4,156.08,7.545969951809506,0.7817778835197035
阿拉善盟,Alashanmeng,152900,内蒙古自治区,Neimenggu,Tier 5,38.85827588305696,105.73537746449358,24.94,295.31,5.9,64.21,11.840817963111467,0.8697301141173681
沈阳市,Shenyang,210100,辽宁省,Liaoning,new Tier 1,41.683830069190655,123.47109664482264,832.2,6470.3,4.2,1284.3,7.77493391011776,0.7939662766795975
大连市,Dalian,210200,辽宁省,Liaoning,Tier 2,38.918953666785605,121.62163148459284,700.2,7001.7,6.5,1483.2,9.999571550985431,0.8473370752817173
鞍山市,Anshan,210300,辽宁省,Liaoning,Tier 3,41.11505359694933,123.00137251399408,358.46,1745.3,6.1,350.7,4.868883557440161,0.8037586661318971
抚顺市,Fushun,210400,辽宁省,Liaoning,Tier 4,41.885969593056934,123.96437461561449,206.7,847.1,-3.6,178.6,4.098209966134495,0.843347892810766
本溪市,Benxi,210500,辽宁省,Liaoning,Tier 5,41.492916460552905,123.69250712420832,167.36,781.1,3.5,169.1,4.667184512428298,0.8659582639866854
丹东市,Dandong,210600,辽宁省,Liaoning,Tier 4,40.00640870559368,124.3615472815908,238.0,768.0,2.0,146.9,3.226890756302521,0.7651041666666667
锦州市,Jinzhou,210700,辽宁省,Liaoning,Tier 4,41.10093149946208,121.1325963005552,293.4,1073.0,2.5,208.8,3.657123381049762,0.7783783783783784
营口市,Yingkou,210800,辽宁省,Liaoning,Tier 4,40.67313683826707,122.24157466449694,243.1,1328.2,7.0,264.0,5.463595228301111,0.795060984791447
阜新市,Fuxin,210900,辽宁省,Liaoning,Tier 5,42.02802190131842,121.67640799865808,183.7,488.1,6.4,99.6,2.6570495372890583,0.8162261831591886
辽阳市,Liaoyang,211000,辽宁省,Liaoning,Tier 5,41.27416129045421,123.24336640651319,183.1,831.0,2.5,165.5,4.538503549972693,0.7966305655836342
盘锦市,Panjin,211100,辽宁省,Liaoning,Tier 4,41.12587528873715,122.0774900902138,144.0,1280.9,9.0,284.4,8.895138888888889,0.8881255367319852
铁岭市,Tieling,211200,辽宁省,Liaoning,Tier 5,42.22994799718447,123.73236520917769,289.0,640.0,2.9,124.7,2.2145328719723185,0.779375
朝阳市,Chaoyang,211300,辽宁省,Liaoning,Tier 5,41.579820864755675,120.45749949793276,334.9,843.1,5.3,169.4,2.51746790086593,0.803700628632428
葫芦岛市,Huludao,211400,辽宁省,Liaoning,Tier 4,40.71736443636189,120.8433983399283,275.8,807.1,5.3,152.9,2.9263959390862944,0.7577747491017223
长春市,Changchun,220100,吉林省,Jilin,Tier 2,43.82195350104314,125.33060207590692,753.8,5904.1,3.0,1210.6,7.832448925444416,0.8201758100303178
吉林市,Jilin,220200,吉林省,Jilin,Tier 4,43.84356783457924,126.5556345049548,411.6,1416.6,1.5,,3.441690962099125,
四平市,Siping,220300,吉林省,Jilin,Tier 5,43.171993571561,124.35648155715893,318.2,796.2,4.5,,2.5021998742928977,
辽源市,Liaoyuan,220400,吉林省,Jilin,Tier 5,42.89405500574631,125.15042516688749,116.547,410.38,2.0,,3.5211545556728185,
通化市,Tonghua,220500,吉林省,Jilin,Tier 5,41.733815801613424,125.94660627598029,214.74,725.8,4.3,,3.3799012759616276,
白山市,Baishan,220600,吉林省,Jilin,Tier 5,41.93962720532889,126.42963008937572,116.5,,3.8,,,
松原市,Songyuan,220700,吉林省,Jilin,Tier 5,45.14740419341382,124.83148187569292,274.55,729.78,2.6,,2.6580950646512473,
白城市,Baicheng,220800,吉林省,Jilin,Tier 5,45.62550435999602,122.8455906084976,188.5,491.55,0.0,,2.6076923076923078,
延边朝鲜族自治州,Yanbian,222400,吉林省,Jilin,Tier 4,42.91574303372182,129.47737632022742,207.2,723.37,2.2,159.32,3.491167953667954,0.8809875997069273
哈尔滨市,Harbin,230100,黑龙江省,Heilongjiang,Tier 2,45.80882582795218,126.54161509031664,1076.3,5249.4,4.4,906.3,4.877264703149679,0.690593210652646
齐齐哈尔市,Qiqihar,230200,黑龙江省,Heilongjiang,Tier 4,47.3599771860153,123.92457086841536,526.7,1128.9,6.0,192.5,2.1433453578887414,0.682079900788378
鸡西市,Jixi,230300,黑龙江省,Heilongjiang,Tier 5,45.300872317823895,130.97561865876668,169.4,552.0,4.6,71.3,3.258559622195986,0.5166666666666666
鹤岗市,Hegang,230400,黑龙江省,Heilongjiang,Tier 5,47.35605615768509,130.3044328986694,98.5,336.4,3.7,58.5,3.415228426395939,0.6956004756242569
双鸭山市,Shuangyashan,230500,黑龙江省,Heilongjiang,Tier 5,46.65318589588607,131.16534168078073,140.7,476.4,4.8,72.4,3.3859275053304905,0.6078925272879934
大庆市,Daqing,230600,黑龙江省,Heilongjiang,Tier 3,46.59363317672175,125.1086576340204,272.0,2568.3,4.0,519.6,9.442279411764707,0.8092512556944282
伊春市,Yichun,230700,黑龙江省,Heilongjiang,Tier 5,47.733318457230936,128.84754638019822,112.436,298.841,5.5,43.5,2.6578764808424347,0.5822494236065332
佳木斯市,Jiamusi,230800,黑龙江省,Heilongjiang,Tier 5,46.80568999085779,130.327359092573,232.0,762.9,3.6,103.6,3.288362068965517,0.5431904574649364
七台河市,Qitaihe,230900,黑龙江省,Heilongjiang,Tier 5,45.77630032154785,131.01154459102744,76.97,231.33,3.8,46.3,3.005456671430428,0.8005879047248519
牡丹江市,Mudanjiang,231000,黑龙江省,Heilongjiang,Tier 5,44.55624570898632,129.63953977834691,250.4,825.0,4.2,146.5,3.2947284345047922,0.7103030303030303
黑河市,Heihe,231100,黑龙江省,Heilongjiang,Tier 5,50.25127231175014,127.53548988621854,158.1,578.9,6.0,80.2,3.661606578115117,0.554154430817067
绥化市,Suihua,231200,黑龙江省,Heilongjiang,Tier 5,46.6600321798244,126.9753568753013,521.7,1101.1,3.5,157.5,2.110599961663791,0.5721551176096631
大兴安岭地区,Daxinganling,232700,黑龙江省,Heilongjiang,Tier 5,50.420025955027846,124.15292785448057,41.683,138.6,5.1,21.9,3.325096562147638,0.6320346320346321
上海市,Shanghai,310000,上海市,Shanghai,Tier 1,31.23592904225201,121.48053886017652,2428.14,38155.32,6.0,7856.62,15.713805628999976,0.823646086574559
南京市,Nanjing,320100,江苏省,Jiangsu,new Tier 1,32.064652885618464,118.80242172124584,850.0,14030.15,7.8,3247.41,16.50605882352941,0.9258375712305286
无锡市,Wuxi,320200,江苏省,Jiangsu,Tier 2,31.498809732685714,120.318583288106,659.15,11852.32,6.7,2465.24,17.981218235606462,0.8319856365673556
徐州市,Xuzhou,320300,江苏省,Jiangsu,Tier 2,34.212666550113056,117.29057543439451,882.56,7151.35,6.0,1395.98,8.102961838288616,0.7808204045390031
常州市,Changzhou,320400,江苏省,Jiangsu,Tier 2,31.815795653327843,119.98148471327892,473.6,7400.9,6.8,1468.43,15.626900337837837,0.7936494210163629
苏州市,Suzhou,320500,江苏省,Jiangsu,new Tier 1,31.30356407444177,120.59241222959322,1075.0,19235.8,5.6,3743.93,17.893767441860465,0.7785337755643124
南通市,Nantong,320600,江苏省,Jiangsu,Tier 2,31.986549431200892,120.90159173866184,731.8,9383.4,6.2,2030.78,12.822355834927576,0.8656904746680308
连云港市,Lianyungang,320700,江苏省,Jiangsu,Tier 3,34.60224952526725,119.22862133316609,451.1,3139.29,6.0,614.41,6.959188649966747,0.7828649153152464
淮安市,Huaian,320800,江苏省,Jiangsu,Tier 3,33.61629530103313,119.02148367070623,493.26,3871.21,6.6,801.78,7.84821392369136,0.8284541525776178
盐城市,Yancheng,320900,江苏省,Jiangsu,Tier 3,33.3551009176262,120.167544265761,720.89,5702.3,5.1,1222.78,7.9100833691686665,0.857745120390018
扬州市,Yangzhou,321000,江苏省,Jiangsu,Tier 3,32.40067693609037,119.41941890822996,454.9,5850.08,6.8,1275.64,12.860145086832272,0.8722205508300742
镇江市,Zhenjiang,321100,江苏省,Jiangsu,Tier 3,32.19471592052375,119.43048944567384,320.35,4127.32,5.8,978.1,12.883783361947868,0.947927468672165
泰州市,Taizhou,321200,江苏省,Jiangsu,Tier 3,32.4606750493083,119.92956633785481,463.61,5133.36,6.4,1143.05,11.072582558616077,0.8906836847600792
宿迁市,Suqian,321300,江苏省,Jiangsu,Tier 3,33.967749715690076,118.28157403570835,493.79,3099.23,7.0,589.92,6.276413050082018,0.7613762128012441
杭州市,Hangzhou,330100,浙江省,Zhejiang,new Tier 1,30.253082981693467,120.2155118037217,1036.0,15373.0,6.8,3379.1,14.838803088803088,0.8792298185129773
宁波市,Ningbo,330200,浙江省,Zhejiang,Tier 2,29.86603304586605,121.62857249434141,854.2,11985.0,6.8,2463.8,14.030671973776633,0.8222945348352108
温州市,Wenzhou,330300,浙江省,Zhejiang,Tier 2,28.001085404472214,120.70647689035565,930.0,6606.1,8.2,1352.7,7.1033333333333335,0.8190611707361378
嘉兴市,Jiaxing,330400,浙江省,Zhejiang,Tier 2,30.750974830920143,120.76355182586005,480.0,5370.32,7.0,1150.1,11.188166666666666,0.856634241534955
湖州市,Huzhou,330500,浙江省,Zhejiang,Tier 3,30.898963937294184,120.09451660915786,306.0,3122.4,7.9,655.0,10.203921568627452,0.8390981296438637
绍兴市,Shaoxing,330600,浙江省,Zhejiang,Tier 2,30.036369311306892,120.58547847885336,505.7,5781.0,7.2,1224.7,11.431678860984773,0.8473966441792078
金华市,Jinhua,330700,浙江省,Zhejiang,Tier 2,29.084639385513697,119.65343619052915,562.4,4559.91,6.5,922.3,8.107948079658605,0.8090510558322422
衢州市,Quzhou,330800,浙江省,Zhejiang,Tier 4,28.975545802265025,118.86659674035565,221.8,1573.51,6.7,323.2,7.094274120829576,0.8216026590234571
舟山市,Zhoushan,330900,浙江省,Zhejiang,Tier 3,29.99091168016034,122.21355631852043,117.6,1371.6,9.2,316.5,11.66326530612245,0.9230096237970254
台州市,Taizhou,331000,浙江省,Zhejiang,Tier 2,28.662194055996146,121.42743470427969,615.0,5134.05,5.1,1023.9,8.348048780487805,0.7977327840593683
丽水市,Lishui,331100,浙江省,Zhejiang,Tier 4,28.473278180563412,119.9295730584414,221.3,1476.61,8.3,314.6,6.672435607772254,0.8522223200438844
合肥市,Hefei,340100,安徽省,Anhui,new Tier 1,31.82657783368689,117.23344266497664,818.9,9409.4,7.6,1882.67,11.490291854927342,0.8003358343783876
芜湖市,Wuhu,340200,安徽省,Anhui,Tier 3,31.358536655799266,118.43943137653523,377.8,3618.26,8.2,778.26,9.57718369507676,0.8603693488030157
蚌埠市,Bengbu,340300,安徽省,Anhui,Tier 3,32.921523704350825,117.39551332813694,341.2,2057.17,5.1,425.37,6.029220398593201,0.8270974202423718
淮南市,Huainan,340400,安徽省,Anhui,Tier 4,32.63184739905333,117.00638885071615,390.8,1296.2,5.2,271.2,3.316786079836233,0.836907884585712
马鞍山市,Maanshan,340500,安徽省,Anhui,Tier 3,31.676265597609106,118.5135795794315,229.14,2111.0,8.0,457.8,9.212708387885137,0.8674561819043107
淮北市,Huaibei,340600,安徽省,Anhui,Tier 4,33.961656300276324,116.8045372670298,227.0,1077.9,3.0,232.4,4.7484581497797365,0.8624176639762501
铜陵市,Tongling,340700,安徽省,Anhui,Tier 4,30.951233239913392,117.8184767944575,164.1,960.2,-1.7,200.1,5.851310176721512,0.8335763382628618
安庆市,Anqing,340800,安徽省,Anhui,Tier 3,30.53095656804304,117.0636039049188,472.3,2380.5,7.0,494.7,5.040228668219352,0.8312539382482671
黄山市,Huangshan,341000,安徽省,Anhui,Tier 4,29.721889786591692,118.3454372531478,142.1,818.0,7.7,168.83,5.756509500351865,0.8255745721271395
滁州市,Chuzhou,341100,安徽省,Anhui,Tier 3,32.26127087204081,118.3394061359658,414.7,2909.1,9.7,627.9,7.014950566674704,0.8633598020006188
阜阳市,Fuyang,341200,安徽省,Anhui,Tier 3,32.896060994852206,115.8204361249132,1077.3,2705.0,9.0,578.0,2.510906896871809,0.8547134935304991
宿州市,Suzhou,341300,安徽省,Anhui,Tier 3,33.652095326452134,116.97054394561262,658.27,1978.75,8.7,423.16,3.0059853859358623,0.8554087176247631
六安市,Luan,341500,安徽省,Anhui,Tier 3,31.741450815322555,116.52640966418569,487.3,1620.1,8.4,350.02,3.3246460086189202,0.8641935682982532
亳州市,Bozhou,341600,安徽省,Anhui,Tier 4,33.850642695788835,115.78446321127451,526.3,1749.0,9.4,391.6,3.32319969599088,0.8955974842767296
池州市,Chizhou,341700,安徽省,Anhui,Tier 4,30.67088379076453,117.49842096159624,148.5,831.7,7.9,177.2,5.600673400673401,0.8522303715281951
宣城市,Xuancheng,341800,安徽省,Anhui,Tier 4,30.94660154529291,118.76553424276743,266.1,1561.3,7.8,335.3,5.867343104096204,0.8590277332991738
福州市,Fuzhou,350100,福建省,Fujian,Tier 2,26.08042942069808,119.30346983853998,780.0,9392.3,7.9,1838.94,12.041410256410256,0.78316919178476
厦门市,Xiamen,350200,福建省,Fujian,Tier 2,24.485406605176305,118.09643549976653,429.0,5995.04,7.9,1318.02,13.974452214452214,0.879406976433852
莆田市,Putian,350300,福建省,Fujian,Tier 3,25.459865455922714,119.01452097812651,291.0,2595.39,6.6,671.73,8.918865979381442,1.035266376151561
三明市,Sanming,350400,福建省,Fujian,Tier 4,26.26973651599184,117.64552116782144,259.0,2601.56,8.0,608.02,10.044633204633204,0.9348544719322253
泉州市,Quanzhou,350500,福建省,Fujian,Tier 2,24.87995233049832,118.68244626680422,874.0,9946.66,8.0,1997.64,11.380617848970251,0.8033410210060463
漳州市,Zhangzhou,350600,福建省,Fujian,Tier 3,24.51892979117087,117.65357645298785,516.0,4741.83,6.5,1028.06,9.189593023255814,0.8672263661919554
南平市,Nanping,350700,福建省,Fujian,Tier 4,26.647772874203266,118.18436954814258,269.0,1991.57,6.0,387.24,7.40360594795539,0.7777582510280834
龙岩市,Longyan,350800,福建省,Fujian,Tier 4,25.08121984487168,117.02344756677536,264.0,2678.96,7.1,624.26,10.147575757575758,0.9320930510347298
